u,i,label,ts
923,925,1,15
925,923,1,15
770,965,4,15
417,7,5,15
801,969,1,15
801,284,3,15
202,825,3,15
825,202,3,15
273,967,2,15
967,273,2,15
198,967,1,15
967,198,1,15
546,970,1,15
970,546,1,15
198,534,10,15
714,971,2,15
969,801,1,15
903,972,1,15
742,973,1,15
606,416,1,15
416,606,1,15
972,903,1,15
973,742,1,15
537,144,1,15
144,896,1,15
144,537,1,15
725,974,2,15
974,725,2,15
35,894,1,15
35,975,1,15
35,976,1,15
610,977,1,15
977,610,10,15
416,802,3,15
802,416,3,15
977,923,10,15
923,977,1,15
923,953,1,15
953,923,1,15
925,222,1,15
222,925,1,15
402,978,1,15
979,978,2,15
978,402,1,15
950,35,1,15
894,980,2,15
781,827,3,15
827,781,3,15
973,981,1,15
770,416,4,15
416,770,2,15
981,973,2,15
981,982,1,15
982,981,1,15
982,983,1,15
984,770,2,15
628,273,1,15
374,931,1,15
937,610,2,15
610,937,2,15
295,985,5,15
953,643,1,15
985,295,5,15
732,559,2,15
559,732,1,15
940,95,2,15
633,554,1,15
941,926,2,15
926,941,2,15
811,917,2,15
917,811,1,15
953,986,1,15
986,953,1,15
475,755,2,15
755,475,2,15
443,885,2,15
755,885,3,15
489,987,4,15
987,489,4,15
249,241,8,15
346,988,1,15
7,838,3,15
770,489,3,15
489,770,3,15
755,989,2,15
554,633,2,15
988,346,1,15
989,755,2,15
273,632,1,15
632,273,1,15
725,990,1,15
983,982,1,15
984,779,2,15
990,725,1,15
955,689,5,15
593,991,2,15
203,113,1,15
912,930,2,15
984,230,5,15
554,585,2,15
715,993,1,15
203,994,1,15
732,908,2,15
993,715,2,15
994,203,1,15
908,732,3,15
994,647,1,15
418,489,9,15
546,273,1,15
273,546,1,15
489,418,9,15
585,554,1,15
144,273,1,15
273,144,2,15
418,930,5,15
479,523,2,15
523,479,2,15
844,995,1,15
523,359,1,15
359,523,1,15
346,940,2,15
931,374,1,15
931,7,1,15
616,678,2,15
685,991,1,15
606,905,1,15
113,203,2,15
755,996,2,15
996,755,2,15
632,554,1,15
554,632,2,15
273,978,1,15
838,997,1,15
770,273,5,15
273,770,2,15
905,606,1,15
273,628,2,15
632,999,1,15
984,650,2,15
999,632,1,15
202,535,4,15
885,755,3,15
885,443,2,15
943,578,3,15
578,943,3,15
832,857,3,15
554,1000,2,15
1000,554,2,15
572,549,1,15
857,832,3,15
632,820,1,15
732,468,3,15
468,732,2,15
903,943,2,15
943,903,2,15
832,273,3,15
273,832,4,15
1001,273,2,15
1001,492,1,15
1001,1002,2,15
549,572,1,15
1001,1003,2,15
1003,1001,2,15
978,1004,4,15
1004,978,4,15
492,1001,2,15
1002,1001,2,15
273,1001,1,15
908,925,1,15
925,908,1,15
139,998,1,15
1001,928,1,15
928,1001,1,15
838,7,3,15
923,861,1,15
832,827,3,15
492,1006,1,15
1006,492,2,15
742,1007,1,15
1007,742,1,15
923,1008,1,15
923,967,1,15
832,1009,2,15
492,733,1,15
733,492,1,15
967,1010,1,15
1010,967,1,15
39,627,2,15
273,1011,2,15
861,923,1,15
1011,273,2,15
537,1010,1,15
554,1012,2,15
1010,537,1,15
1012,554,10,15
687,908,10,15
202,781,1,15
1010,832,1,15
832,1010,3,15
781,202,1,15
202,256,6,15
256,202,6,15
904,995,1,15
908,923,1,15
995,904,1,15
925,967,1,15
522,113,1,15
923,908,5,15
908,1013,10,15
967,925,1,15
824,1015,4,15
1015,824,4,15
7,931,2,15
832,25,10,15
113,57,2,15
972,987,4,15
987,972,4,15
908,1016,1,15
832,2,3,15
1016,908,1,15
1013,908,10,15
4,13,8,15
908,1017,1,15
1017,908,5,15
2,202,2,15
357,917,1,15
202,2,4,15
917,357,1,15
925,632,1,15
632,925,2,15
777,21,2,15
917,298,1,15
202,807,2,15
557,537,4,15
925,230,2,15
807,202,2,15
606,632,1,15
925,1018,1,15
1018,925,1,15
1018,1019,1,15
1019,1018,1,15
904,875,2,15
875,904,2,15
832,953,2,15
557,1020,3,15
1020,557,3,15
1020,537,1,15
876,353,1,15
953,832,3,15
1019,1020,1,15
917,1021,1,15
1019,896,1,15
1021,917,1,15
904,476,3,15
1019,632,1,15
632,1019,1,15
476,799,3,15
799,476,4,15
832,729,5,15
1020,1022,1,15
1022,1020,1,15
908,832,3,15
832,908,4,15
923,1023,1,15
832,1024,1,15
1024,832,8,15
1023,923,10,15
1025,626,1,15
1024,908,5,15
827,832,3,15
626,1025,1,15
626,468,1,15
928,832,3,15
832,928,3,15
726,1026,1,15
1027,832,9,15
925,1028,1,15
1028,925,1,15
775,1029,1,15
1026,726,1,15
775,1030,1,15
925,469,1,15
469,925,1,15
997,838,1,15
707,1031,5,15
1031,707,5,15
984,202,2,15
832,770,2,15
960,832,3,15
832,1027,3,15
832,1032,3,15
681,634,1,15
634,681,1,15
1032,832,3,15
976,35,2,15
832,1033,1,15
1033,832,1,15
904,832,1,15
832,241,10,15
489,1026,2,15
1026,489,2,15
489,925,2,15
925,489,2,15
925,832,4,15
960,978,2,15
832,1034,1,15
650,984,-10,15
779,984,-10,15
908,1024,3,15
978,960,2,15
978,1013,2,15
1013,978,2,15
475,853,2,15
449,1035,1,15
678,950,2,15
273,64,1,15
907,1036,1,15
894,1037,2,15
894,1038,2,15
714,908,3,15
1036,907,2,15
13,4,8,15
1029,775,1,15
853,475,3,15
1013,1039,1,15
202,984,-10,15
950,678,8,15
628,606,1,15
606,628,1,15
150,41,1,15
523,1013,1,15
1013,523,1,15
1039,1013,1,15
779,144,7,15
144,779,7,15
940,346,2,15
1037,732,2,15
926,476,3,15
476,926,3,15
1020,760,4,15
1005,1040,2,15
7,1041,2,15
476,1042,1,15
1042,476,1,15
1040,1005,5,15
475,540,4,15
540,475,10,15
476,316,1,15
832,851,1,15
851,832,1,15
1013,1005,3,15
1005,1013,3,15
832,962,2,15
943,834,2,15
962,832,3,15
943,835,1,15
832,1044,1,15
1044,832,1,15
628,867,1,15
1009,832,3,15
1005,1045,1,15
1045,1005,1,15
209,902,2,15
353,1046,8,15
832,1047,2,15
928,1013,5,15
1047,832,2,15
1013,928,3,15
1009,1048,2,15
1005,1048,3,15
1048,1005,3,15
1048,1009,3,15
832,608,1,15
608,832,1,15
178,1049,1,15
832,1005,5,15
832,1050,2,15
1050,832,2,15
178,1051,1,15
1051,178,1,15
1013,1048,3,15
1048,1013,3,15
832,925,4,15
178,1052,1,15
1052,178,1,15
1049,178,2,15
925,920,2,15
1052,60,5,15
920,925,2,15
925,1013,1,15
1013,925,1,15
920,1051,1,15
1051,920,1,15
920,725,2,15
920,295,1,15
920,923,3,15
920,921,2,15
835,943,1,15
920,832,10,15
922,606,10,15
606,922,1,15
1009,1053,2,15
553,700,1,15
920,1054,1,15
1054,920,1,15
742,1026,1,15
1026,742,1,15
832,937,1,15
1008,1055,1,15
1055,1008,1,15
19,64,3,15
19,4,3,15
19,325,1,15
19,7,9,15
19,23,5,15
19,1,9,15
1040,805,-10,15
1008,1056,2,15
1056,1008,2,15
1057,733,1,15
1005,1050,3,15
832,915,3,15
915,832,3,15
1050,1005,3,15
1014,1043,1,15
1043,1014,1,15
1005,1014,1,15
1014,1005,1,15
533,832,1,15
1014,777,10,15
476,805,-10,15
484,1058,1,15
1058,484,5,15
1040,476,2,15
1008,1059,1,15
72,132,2,15
1053,1009,1,15
1008,152,1,15
1053,41,3,15
1010,853,2,15
853,1010,2,15
832,1060,5,15
1060,832,5,15
1060,959,5,15
937,1026,2,15
1026,937,2,15
937,1053,3,15
1053,937,3,15
937,1061,2,15
1061,937,1,15
982,1062,1,15
156,13,1,15
13,156,1,15
1005,908,3,15
908,1005,2,15
982,988,1,15
978,1063,2,15
1063,978,2,15
908,1026,1,15
1026,908,10,15
1005,1004,1,15
716,573,5,15
1043,1026,2,15
1059,1008,1,15
273,763,1,15
886,832,1,15
109,1050,1,15
1026,1043,2,15
664,272,3,15
975,907,1,15
907,975,1,15
755,866,3,15
957,978,-10,15
209,634,3,15
634,209,2,15
263,23,4,15
617,908,1,15
652,576,5,15
576,652,5,15
499,832,1,15
520,907,1,15
907,520,1,15
566,832,-1,15
1006,832,2,15
832,1006,1,15
418,17,6,15
732,144,2,15
17,418,2,15
144,732,2,15
678,616,2,15
546,877,1,15
958,1065,1,15
1065,958,1,15
877,546,1,15
651,350,2,15
350,651,2,15
113,1066,1,15
1066,113,1,15
908,492,1,15
908,867,3,15
820,908,1,15
908,992,2,15
882,730,2,15
908,954,2,15
954,908,2,15
988,982,1,15
908,820,2,15
533,1068,10,15
480,1063,2,15
1063,480,2,15
533,142,5,15
142,533,5,15
225,1069,1,15
209,1070,1,15
1069,225,1,15
1070,209,3,15
319,730,1,15
1062,1071,1,15
1062,982,1,15
1050,109,1,15
484,845,1,15
845,484,1,15
533,530,10,15
209,1073,2,15
64,832,-10,15
1073,209,7,15
626,1,1,15
143,1068,1,15
484,141,5,15
141,484,3,15
1043,484,2,15
733,1074,2,15
1074,733,8,15
1074,967,2,15
760,1075,5,15
1075,760,5,15
889,760,5,15
21,284,1,15
760,1076,10,15
1074,908,2,15
733,1073,3,15
1073,733,3,15
801,1077,2,15
1077,801,2,15
1026,962,5,15
962,1026,5,15
801,21,1,15
908,846,1,15
846,908,1,15
726,1078,1,15
1078,726,2,15
1078,1079,2,15
1079,1078,2,15
760,1020,5,15
1078,1080,2,15
1080,1078,2,15
1078,1081,2,15
1081,1078,2,15
1078,1082,2,15
1082,1078,2,15
1078,1083,2,15
1083,1078,2,15
1019,908,2,15
908,1019,2,15
908,714,3,15
1022,1084,1,15
908,1073,1,15
1078,1085,1,15
1085,1078,2,15
1045,1084,5,15
1073,908,1,15
1084,1045,5,15
1078,1086,2,15
1086,1078,3,15
228,908,1,15
732,832,-10,15
1078,1087,2,15
1087,1078,2,15
1078,1088,2,15
1088,1078,3,15
606,908,10,15
760,1084,5,15
1084,760,5,15
626,760,3,15
1078,1089,1,15
1089,1078,2,15
777,1014,10,15
1028,586,1,15
586,1028,1,15
1072,545,1,15
374,988,1,15
374,1090,1,15
1090,374,1,15
988,374,1,15
35,950,1,15
484,533,5,15
295,1091,3,15
980,492,1,15
1063,1092,2,15
1092,1063,2,15
1092,908,10,15
1092,1093,1,15
1093,908,1,15
492,832,-10,15
270,832,-10,15
64,1094,10,15
1094,64,10,15
573,716,5,15
143,774,1,15
492,1094,1,15
1094,492,2,15
144,1073,1,15
1073,144,1,15
13,832,-10,15
1008,923,3,15
492,1092,1,15
1092,1095,1,15
492,1066,1,15
1066,492,1,15
1008,1096,1,15
1096,1008,1,15
1096,1097,1,15
1097,1096,1,15
853,394,1,15
628,900,1,15
394,853,1,15
900,628,1,15
1092,394,1,15
468,492,3,15
394,1092,1,15
492,468,1,15
342,882,4,15
882,342,4,15
353,1043,1,15
1043,353,2,15
1073,492,1,15
492,1073,1,15
457,777,1,15
725,907,1,15
907,725,1,15
1026,538,1,15
1021,1012,1,15
1021,1100,1,15
1100,1021,1,15
492,1098,1,15
1098,492,2,15
7,881,2,15
1099,882,3,15
881,7,2,15
492,1101,1,15
1101,492,1,15
1102,383,1,15
186,489,1,15
714,1103,1,15
1103,714,1,15
1092,1104,1,15
1104,908,1,15
1092,284,1,15
284,908,1,15
284,1092,1,15
1092,972,1,15
972,908,1,15
1105,967,2,15
1092,492,10,15
492,908,10,15
576,104,10,15
967,1104,1,15
1104,967,1,15
1092,1106,1,15
1106,908,1,15
1106,1092,1,15
198,923,1,15
923,198,1,15
64,1107,1,15
1107,64,1,15
1107,929,1,15
967,794,1,15
794,967,1,15
537,198,2,15
492,1108,1,15
198,537,2,15
342,1094,4,15
1094,342,2,15
1108,492,1,15
1092,923,2,15
461,462,2,15
346,62,1,15
1074,1042,1,15
383,1102,3,15
1092,203,1,15
203,1092,2,15
1092,804,2,15
804,908,2,15
1092,975,1,15
975,908,1,15
975,1092,1,15
923,1109,1,15
1109,923,10,15
923,913,1,15
913,923,1,15
1008,1100,3,15
1026,832,-1,15
1030,775,2,15
1030,35,2,15
496,1110,1,15
1110,496,1,15
817,1111,1,15
1111,817,1,15
972,516,2,15
516,972,2,15
953,1112,1,15
1112,953,1,15
1112,35,1,15
425,13,3,15
1105,777,1,15
1092,1113,1,15
1099,953,1,15
953,975,1,15
1113,908,1,15
975,953,1,15
1092,1114,2,15
1114,1092,1,15
1113,1104,1,15
1104,1113,1,15
539,851,1,15
1092,304,1,15
304,908,1,15
7,198,3,15
7,330,5,15
507,216,-4,15
1043,198,2,15
198,1043,2,15
1100,1008,6,15
492,1116,-10,15
1104,1116,1,15
492,1117,1,15
608,910,1,15
910,608,1,15
1117,492,1,15
492,1113,1,15
346,832,-3,15
1113,492,1,15
489,186,1,15
215,353,2,15
353,215,2,15
492,714,1,15
714,492,1,15
962,520,1,15
520,962,1,15
1046,60,4,15
1046,353,5,15
1043,872,3,15
923,394,1,15
1043,1118,1,15
1118,1043,1,15
904,19,1,15
667,19,2,15
113,522,1,15
908,975,2,15
908,606,2,15
908,1106,1,15
1065,1119,10,15
853,908,1,15
7,132,5,15
725,160,1,15
851,995,1,15
484,1120,1,15
1120,484,1,15
533,7,2,15
7,533,2,15
592,228,1,15
228,592,1,15
982,950,1,15
827,898,3,15
898,827,3,15
346,1121,1,15
953,922,1,15
537,469,1,15
469,537,1,15
160,725,1,15
922,953,10,15
922,1122,10,15
452,160,1,15
160,452,1,15
1121,346,1,15
231,1123,1,15
972,760,3,15
1122,922,10,15
492,1114,1,15
1114,492,1,15
569,882,1,15
775,1124,1,15
1124,775,1,15
462,576,2,15
462,461,2,15
882,1125,2,15
905,113,1,15
1125,882,10,15
113,905,1,15
687,520,1,15
522,446,2,15
780,775,1,15
882,1119,2,15
1092,455,1,15
1119,882,2,15
1119,209,1,15
209,1119,1,15
209,1126,1,15
1126,209,1,15
967,1105,2,15
1092,1127,1,15
1127,1013,1,15
1127,1092,1,15
1018,984,-10,15
1092,1036,1,15
1036,1092,1,15
726,1013,3,15
1092,726,1,15
266,1128,1,15
1128,266,1,15
1107,1129,3,15
1043,1130,1,15
484,1043,2,15
967,1119,1,15
1043,1129,1,15
1129,1107,1,15
1129,1043,1,15
1019,1055,1,15
484,687,3,15
673,716,1,15
716,673,1,15
537,1132,1,15
768,1133,3,15
1133,768,3,15
882,1099,-10,15
1,1134,1,15
953,1099,-10,15
7,906,-10,15
1130,1043,1,15
1119,270,1,15
1134,1133,1,15
1134,1,1,15
1133,710,10,15
710,1133,10,15
35,1136,1,15
35,1137,1,15
962,725,1,15
775,780,1,15
1013,1092,10,15
1092,1013,10,15
1095,1092,10,15
725,962,1,15
725,1138,1,15
1095,908,10,15
1005,1139,1,15
1100,725,2,15
537,775,1,15
725,1100,2,15
1139,1005,1,15
1139,1140,10,15
1139,1141,3,15
1139,1142,6,15
1139,1143,2,15
1143,1144,4,15
1143,1140,6,15
1143,1139,4,15
1143,1145,5,15
113,1043,2,15
1043,113,2,15
452,272,1,15
770,984,-10,15
272,452,1,15
452,1098,1,15
1098,452,1,15
570,1146,1,15
1146,570,1,15
634,1147,1,15
804,1139,-1,15
804,1143,-1,15
804,1145,-1,15
710,1139,-1,15
710,1143,-1,15
64,309,3,15
1145,710,-10,15
1145,804,-10,15
710,1145,-10,15
962,1135,2,15
1135,962,2,15
64,1145,-10,15
786,863,1,15
64,1143,-10,15
64,1139,-10,15
1133,1145,-5,15
443,1148,2,15
309,64,3,15
1147,1149,1,15
1005,1105,1,15
405,1150,1,15
1150,405,1,15
405,1151,1,15
1149,1147,1,15
923,687,1,15
1028,1152,1,15
1152,1028,1,15
882,962,4,15
1067,627,2,15
767,1043,1,15
995,1153,1,15
1153,995,1,15
962,687,1,15
687,962,1,15
1043,767,1,15
1132,537,1,15
937,962,2,15
962,937,1,15
198,7,3,15
1105,1005,2,15
929,1107,1,15
7,945,3,15
1018,1154,1,15
710,309,1,15
309,1155,1,15
309,537,3,15
627,1067,2,15
775,1156,1,15
537,1157,2,15
1157,537,2,15
1156,775,1,15
972,922,1,15
922,972,1,15
673,1158,1,15
781,1127,1,15
1127,781,1,15
770,1023,1,15
958,832,-10,15
634,957,-10,15
570,1159,1,15
1159,570,1,15
1159,1160,1,15
958,1129,2,15
1129,958,2,15
1130,710,1,15
1160,1159,5,15
520,1161,1,15
520,687,1,15
1071,1062,1,15
1158,673,5,15
1068,1162,1,15
1068,1163,1,15
1163,1068,1,15
209,7,1,15
7,209,2,15
209,1164,1,15
1164,209,1,15
978,957,-10,15
537,1,1,15
875,923,2,15
923,875,1,15
592,202,6,15
1067,988,2,15
988,1067,2,15
1165,535,1,15
1154,1018,1,15
537,906,-10,15
309,906,-10,15
626,1076,1,15
1133,1134,1,15
950,982,1,15
1,3,6,15
1,8,7,15
1,197,8,15
1,60,8,15
1,41,8,15
1,39,8,15
1,33,7,15
1,6,8,15
1,10,7,15
535,1165,1,15
35,1112,1,15
64,1140,-10,15
1161,520,1,15
416,962,1,15
962,416,1,15
387,1166,1,15
1166,387,1,15
1028,1167,1,15
1167,1028,1,15
710,416,2,15
416,710,2,15
958,1168,2,15
1168,958,5,15
261,655,2,15
655,261,2,15
97,1164,2,15
1164,97,2,15
270,1119,1,15
700,553,5,15
1119,1170,1,15
1170,1119,1,15
1171,1056,6,15
1056,1171,6,15
1130,978,1,15
353,134,10,15
484,593,10,15
222,978,2,15
978,222,2,15
593,484,2,15
29,1172,1,15
1036,455,1,15
832,13,1,15
832,309,1,15
832,64,-10,15
361,257,1,15
270,62,4,15
1094,1173,1,15
270,1174,10,15
538,1026,2,15
1100,923,2,15
917,340,3,15
1,270,5,15
270,1,5,15
688,113,1,15
113,688,1,15
664,1162,1,15
270,93,2,15
198,959,10,15
978,979,2,15
917,1175,1,15
1175,917,1,15
363,1176,1,15
1176,363,1,15
959,198,10,15
1048,209,2,15
209,1048,1,15
272,664,2,15
273,1177,1,15
1112,1178,1,15
962,882,2,15
1062,1179,1,15
537,522,2,15
522,537,2,15
273,780,1,15
780,273,1,15
1179,1062,1,15
628,272,1,15
272,628,1,15
853,522,2,15
522,853,1,15
1096,1180,1,15
1180,1096,1,15
537,1181,1,15
1181,537,1,15
317,537,1,15
537,317,1,15
19,546,1,15
19,735,1,15
546,19,2,15
882,7,10,15
178,894,1,15
894,178,1,15
178,1040,1,15
1040,178,1,15
1177,273,1,15
178,1182,1,15
1182,178,1,15
937,661,2,15
1040,664,2,15
661,937,2,15
1180,832,1,15
1162,775,1,15
1162,1068,1,15
1162,664,1,15
1100,1132,3,15
1132,1100,3,15
972,436,3,15
570,1169,2,15
1169,570,2,15
1100,1028,1,15
1028,1100,1,15
204,1168,1,15
1168,204,1,15
399,579,1,15
579,399,1,15
978,1181,1,15
1181,978,1,15
905,579,1,15
579,905,1,15
578,1100,1,15
1100,578,1,15
882,577,1,15
577,882,1,15
29,383,2,15
436,972,3,15
109,1184,1,15
536,1185,2,15
757,1186,1,15
1186,757,4,15
1186,1187,1,15
1187,1186,1,15
1187,1188,1,15
1188,1187,2,15
346,656,1,15
656,346,1,15
540,834,1,15
555,850,2,15
540,835,2,15
577,929,1,15
317,651,1,16
651,317,1,16
651,1189,1,16
1189,651,1,16
406,1190,1,16
1190,406,2,16
500,1191,10,16
1162,1192,1,16
1192,1193,1,16
1193,1192,1,16
1005,1194,1,16
1194,1005,1,16
1162,1195,1,16
1195,1162,1,16
353,535,2,16
535,353,1,16
664,647,1,16
1165,1018,2,16
1018,1165,1,16
1192,1162,1,16
768,1196,8,16
1196,768,8,16
1191,500,10,16
1196,1197,1,16
1197,1196,1,16
39,842,1,16
842,39,1,16
39,787,-10,16
644,787,-1,16
1183,1199,1,16
199,13,1,16
13,199,1,16
788,634,1,16
634,788,1,16
353,1200,1,16
1200,353,1,16
1200,1201,1,16
1201,1200,1,16
775,1162,1,16
775,1166,1,16
1202,1162,1,16
1053,1204,1,16
1204,1053,2,16
1192,832,1,16
832,726,-10,16
1162,1205,1,16
1205,1162,1,16
1205,1206,1,16
522,17,1,16
1206,1168,1,16
1168,1206,1,16
832,566,-10,16
832,1026,-10,16
832,732,-10,16
832,492,-10,16
832,958,-10,16
1104,502,2,16
1207,832,1,16
17,522,1,16
1162,1208,1,16
1208,1162,1,16
1166,775,2,16
1065,870,1,16
870,1065,1,16
1065,1209,1,16
1209,1065,1,16
1209,1110,1,16
1200,1210,1,16
1110,1211,-10,16
832,1207,1,16
1028,1200,1,16
1212,1200,1,16
1200,1212,2,16
1200,1028,1,16
943,72,2,16
72,943,2,16
295,832,5,16
832,270,-10,16
571,1213,1,16
446,1214,2,16
1162,1215,1,16
1215,1162,1,16
570,673,3,16
673,570,3,16
64,312,1,16
312,64,1,16
1202,1216,1,16
1162,1217,1,16
1210,1200,1,16
1217,1162,1,16
23,1218,6,16
23,941,3,16
23,1219,2,16
23,1,7,16
23,1220,5,16
1214,446,2,16
1162,1221,1,16
1221,1162,1,16
1162,1202,1,16
13,1222,1,16
13,1223,1,16
1222,13,1,16
1162,1224,1,16
1223,13,2,16
923,938,1,16
923,1100,3,16
1224,1162,1,16
1162,1225,1,16
1225,1162,1,16
1220,23,5,16
171,994,1,16
994,171,1,16
1162,1226,1,16
1226,1162,1,16
13,1226,1,16
1226,13,1,16
270,1207,1,16
1214,1227,1,16
1043,1162,2,16
36,1228,1,16
1162,1043,1,16
1198,1229,1,16
579,72,1,16
72,579,1,16
1107,1227,1,16
1218,1219,1,16
1198,1230,1,16
1230,1198,1,16
540,923,3,16
923,540,1,16
642,1231,1,16
923,1232,1,16
1232,923,10,16
644,25,1,16
634,1227,1,16
1199,1183,1,16
1228,36,1,16
632,1233,1,16
1233,632,2,16
632,729,4,16
729,632,4,16
1100,1234,1,16
1234,1100,1,16
775,1235,1,16
775,710,1,16
592,775,1,16
775,592,1,16
1219,23,3,16
1219,1218,1,16
1219,263,1,16
710,775,1,16
1237,1238,1,16
1217,1239,1,16
1217,1225,1,16
1043,651,1,16
1237,1217,2,16
577,452,1,16
452,577,1,16
1217,1237,2,16
1239,1217,2,16
1225,1217,1,16
1207,522,2,16
1207,1226,1,16
1207,270,1,16
935,1240,3,16
1240,935,3,16
522,1207,3,16
1100,946,2,16
946,1100,2,16
1230,1241,1,16
1241,1230,1,16
1241,1242,1,16
1242,1241,1,16
1226,1207,1,16
113,1207,2,16
1235,775,1,16
1216,1202,1,16
899,1239,2,16
1239,899,2,16
1239,1230,1,16
1239,1243,2,16
1243,1239,2,16
1243,634,5,16
923,608,2,16
608,923,2,16
894,350,2,16
350,894,1,16
537,350,1,16
350,537,1,16
634,1243,1,16
1243,1226,3,16
502,1104,2,16
634,1244,1,16
1084,1100,10,16
1100,1084,10,16
634,1107,1,16
1107,634,1,16
1244,634,2,16
978,1245,2,16
1245,978,2,16
1226,1243,2,16
1243,1201,2,16
1227,634,1,16
1227,1107,1,16
1201,1243,5,16
4,1246,7,16
1207,113,1,16
120,1247,1,16
209,1222,2,16
1222,209,2,16
1247,120,1,16
1025,978,2,16
978,1025,2,16
1162,1248,1,16
1248,1162,1,16
1100,904,2,16
904,1100,2,16
1243,1162,2,16
908,1094,1,16
1094,908,1,16
1162,1243,1,16
1249,1162,1,16
1162,1249,1,16
365,1250,1,16
894,1252,1,16
1252,894,1,16
1247,1251,3,16
1251,1247,3,16
270,634,1,16
634,270,1,16
830,1253,3,16
1253,830,3,16
777,978,1,16
570,1236,3,16
561,1254,1,16
1254,561,1,16
1198,1197,-1,16
1249,1255,1,16
905,550,1,16
1255,1249,2,16
550,452,1,16
452,550,1,16
1100,452,1,16
452,1100,1,16
1250,365,1,16
209,550,1,16
550,209,1,16
882,1256,1,16
1256,882,1,16
978,628,1,16
628,978,1,16
1220,3,-2,16
978,777,1,16
1162,1104,1,16
1104,1162,1,16
688,714,1,16
714,688,2,16
577,1094,1,16
1094,577,1,16
908,1257,10,16
1162,781,1,16
781,1162,1,16
781,667,1,16
1257,908,10,16
1028,1226,1,16
1226,1028,1,16
1162,1257,1,16
1257,1162,1,16
1257,667,3,16
667,781,2,16
561,1231,1,16
667,1257,2,16
1231,561,1,16
1231,642,1,16
905,1162,1,16
788,787,-10,16
788,25,1,16
1094,592,1,16
791,1094,2,16
1094,791,1,16
592,1094,1,16
1217,1198,2,16
522,1258,1,16
1258,522,1,16
1198,1217,1,16
1217,1259,1,16
1259,1217,1,16
1037,1260,2,16
1260,1037,10,16
1260,1261,10,16
1260,1166,10,16
1166,1260,1,16
1257,384,1,16
384,1257,1,16
539,1,1,16
1,539,1,16
113,72,1,16
72,113,1,16
72,667,1,16
667,72,1,16
7,1166,2,16
1262,664,1,16
1166,7,2,16
1217,1263,1,16
1263,1217,1,16
1162,1264,1,16
1217,1264,1,16
1264,1162,1,16
1264,1217,1,16
1162,1265,1,16
1265,1162,1,16
1162,1266,1,16
1266,1162,1,16
1266,1239,1,16
1239,1266,1,16
1237,1094,1,16
1094,1237,1,16
929,577,1,16
1236,570,5,16
304,929,1,16
929,304,1,16
1229,1198,1,16
1229,1162,1,16
1162,1229,1,16
72,1162,1,16
1162,72,1,16
1198,1262,1,16
1262,1198,1,16
1162,353,1,16
1162,1262,1,16
1262,1162,1,16
1257,923,3,16
923,1257,1,16
923,592,1,16
353,493,1,16
493,353,1,16
592,923,1,16
592,634,1,16
634,592,1,16
1162,777,1,16
777,1162,1,16
634,1269,1,16
905,493,1,16
35,945,1,16
1269,1270,1,16
945,7,5,16
1239,1253,1,16
1253,1239,1,16
835,540,2,16
1239,1257,3,16
1239,777,2,16
777,1239,1,16
522,726,-10,16
908,4,5,16
4,908,5,16
4,1257,5,16
1162,905,1,16
1269,1037,2,16
1037,1269,2,16
1162,1269,1,16
1269,1162,1,16
228,325,1,16
325,228,1,16
1162,1271,1,16
1271,1162,1,16
325,1272,1,16
1272,325,1,16
1272,1273,1,16
1273,1272,2,16
1037,1257,2,16
1257,1037,2,16
1064,1274,2,16
917,1268,2,16
1268,917,2,16
1274,1064,1,16
1270,1269,1,16
1042,1074,-10,16
537,1263,2,16
1263,537,2,16
942,1275,1,16
1275,942,1,16
1257,1263,2,16
1263,1257,2,16
786,1207,1,16
492,729,1,16
729,492,1,16
908,1074,-10,16
1257,832,-10,16
4,832,-10,16
1064,1276,2,16
1276,1064,1,16
1268,1277,1,16
1257,1278,1,16
1278,1257,1,16
135,1277,-10,16
635,1279,1,16
1279,635,1,16
882,635,1,16
1043,270,2,16
270,1043,2,16
1165,1280,2,16
1280,1165,2,16
967,1074,-10,16
1154,1043,1,16
1043,1154,1,16
214,1064,1,16
1064,214,1,16
1043,538,1,16
538,1043,1,16
1213,571,2,16
882,1257,1,16
35,923,1,16
923,35,1,16
1090,35,2,16
35,1090,2,16
7,1281,1,16
19,904,1,16
19,667,1,16
1281,7,1,16
905,1277,2,16
882,1282,1,16
1282,882,1,16
537,1283,1,16
1283,537,1,16
1251,1284,5,16
1284,1251,5,16
4,713,-10,16
4,423,-8,16
4,62,7,16
1257,4,9,16
243,1281,1,16
1257,1282,5,16
1282,1257,5,16
1281,243,1,16
13,621,1,16
621,13,1,16
593,7,5,16
7,593,4,16
7,1098,6,16
1174,270,10,16
729,1257,3,16
1257,729,3,16
923,882,2,16
882,923,3,16
7,882,4,16
923,1285,1,16
1285,923,10,16
1217,775,9,16
941,29,1,16
882,925,1,16
227,925,1,16
925,882,1,16
925,227,1,16
925,905,3,16
905,925,1,16
1147,1287,1,16
522,664,2,16
522,714,1,16
664,522,1,16
801,1131,3,16
801,1257,5,16
1257,801,5,16
714,922,2,16
1094,1242,1,16
1242,1094,1,16
1064,853,3,16
1066,664,1,16
664,1066,1,16
853,1064,3,16
641,715,2,16
925,1252,1,16
1252,925,1,16
925,546,1,16
775,1288,1,16
1257,1289,2,16
1289,1257,3,16
546,925,2,16
1244,1065,1,16
735,846,3,16
