u,i,label,ts
21,70,1,41
21,393,1,40
21,1986,1,39
21,361,1,39
21,145,1,37
21,347,1,34
21,585,1,33
21,946,1,32
21,7603,1,31
21,48,1,21
21,580,1,16
21,28,1,15
21,579,1,14
21,1004,1,14
21,669,1,14
21,2520,1,13
21,2486,1,13
21,534,1,12
21,42,1,12
21,7552,1,12
21,235,1,11
21,99,1,11
47,22,8,64
159,22,7,32
24,22,6,102
31,22,5,55
44,22,5,32
7603,22,5,40
203,22,4,26
26,22,4,25
210,22,4,20
165,22,3,73
641,22,3,60
196,22,3,57
124,22,3,52
306,22,3,45
135,22,3,32
108,22,3,55
1023,22,3,27
7565,22,3,25
1638,22,3,25
90,22,3,46
131,22,2,79
369,22,2,61
2317,22,2,59
61,22,2,58
73,22,2,91
7518,22,2,50
2239,22,2,46
106,22,2,56
123,22,2,41
589,22,2,31
40,22,2,26
681,22,2,25
683,22,2,24
735,22,2,23
42,22,2,46
39,22,2,25
851,22,2,21
152,22,2,20
1132,22,2,20
140,22,2,19
295,22,1,103
191,22,1,91
2336,22,1,90
253,22,1,64
3134,22,1,60
703,22,1,59
491,22,1,64
2310,22,1,57
179,22,1,56
145,22,1,55
7555,22,1,53
396,22,1,52
205,22,1,48
122,22,1,46
103,22,1,46
487,22,1,44
347,22,1,43
150,22,1,43
38,22,1,40
259,22,1,39
1285,22,1,38
2171,22,1,32
70,22,1,56
1301,22,1,31
117,22,1,37
257,22,1,30
255,22,1,30
1258,22,1,30
1295,22,1,30
685,22,1,30
51,22,1,30
2159,22,1,30
156,22,1,29
1736,22,1,29
2817,22,1,29
67,22,1,26
346,22,1,26
933,22,1,25
7563,22,1,25
2773,22,1,25
284,22,1,24
869,22,1,23
1278,22,1,21
2638,22,1,21
2079,22,1,21
452,22,1,21
75,22,1,21
539,22,1,21
2119,22,1,21
613,22,1,20
7579,22,-1,37
170,22,-2,63
22,47,8,49
22,23,8,19
22,159,7,32
22,302,6,56
22,99,6,48
22,70,6,56
22,24,6,65
22,39,6,26
22,37,5,45
22,1113,5,48
22,203,5,28
22,342,4,76
22,196,4,55
22,165,4,49
22,145,4,53
22,38,4,56
22,306,4,44
22,123,4,76
22,272,4,48
22,35,4,32
22,135,4,44
22,108,4,56
22,90,4,56
22,44,4,56
22,210,4,20
22,641,3,60
22,188,3,48
22,185,3,56
22,66,3,48
22,1023,3,26
22,681,3,25
22,284,3,28
22,626,3,23
22,26,3,42
22,561,2,79
22,369,2,61
22,2317,2,59
22,61,2,58
22,179,2,56
22,31,2,55
22,73,2,91
22,64,2,54
22,7518,2,51
22,122,2,49
22,2239,2,46
22,103,2,52
22,150,2,43
22,106,2,56
22,189,2,41
22,802,2,47
22,133,2,40
22,117,2,31
22,589,2,31
22,685,2,31
22,51,2,48
22,683,2,25
22,101,2,25
22,40,2,26
22,42,2,46
22,851,2,21
22,1132,2,20
22,152,2,20
22,140,2,19
22,295,1,103
22,2336,1,92
22,191,1,91
22,2651,1,79
22,253,1,64
22,3134,1,60
22,703,1,59
22,29,1,58
22,2310,1,57
22,358,1,57
22,424,1,52
22,396,1,52
22,2255,1,49
22,593,1,48
22,33,1,48
22,43,1,48
22,205,1,47
22,41,1,45
22,487,1,44
22,166,1,43
22,347,1,43
22,330,1,43
22,80,1,41
22,110,1,41
22,259,1,39
22,1285,1,38
22,940,1,37
22,638,1,36
22,1744,1,32
22,2171,1,32
22,1301,1,31
22,949,1,30
22,255,1,30
22,2745,1,30
22,1258,1,30
22,1295,1,30
22,2159,1,30
22,156,1,30
22,1736,1,29
22,2817,1,29
22,67,1,26
22,346,1,26
22,1138,1,25
22,1638,1,25
22,933,1,25
22,2773,1,25
22,384,1,24
22,869,1,22
22,735,1,22
22,1278,1,21
22,2638,1,21
22,1218,1,21
22,2079,1,21
22,452,1,21
22,75,1,21
22,539,1,21
22,2119,1,21
22,613,1,20
22,7513,-1,48
22,170,-2,34
22,7600,-3,48
22,7583,-3,40
22,7579,-3,48
22,7565,-4,49
22,7483,-4,48
22,7580,-5,50
22,7535,-5,48
22,7603,-5,48
22,7593,-5,37
22,7555,-10,53
1082,23,8,11
440,23,6,12
437,23,6,10
656,23,6,10
1456,23,5,15
1416,23,5,12
119,23,5,11
129,23,5,11
236,23,5,11
503,23,5,10
54,23,5,10
500,23,5,11
844,23,5,10
389,23,4,5
932,23,4,15
470,23,4,14
1422,23,4,13
293,23,4,13
770,23,4,11
501,23,4,10
842,23,4,9
443,23,3,12
1220,23,3,12
1613,23,3,11
713,23,3,11
167,23,3,11
772,23,3,12
847,23,3,10
298,23,3,11
1400,23,3,10
1401,23,3,9
44,23,3,9
564,23,2,11
84,23,2,11
504,23,2,11
607,23,2,10
845,23,2,11
401,23,2,10
908,23,2,9
1911,23,2,9
710,23,2,9
99,23,2,8
1226,23,2,8
139,23,2,8
768,23,2,5
537,23,1,12
848,23,1,12
658,23,1,12
2443,23,1,10
2447,23,1,10
1402,23,1,10
1080,23,1,9
466,23,1,9
1078,23,1,8
1601,23,1,8
1398,23,1,8
2438,23,1,7
935,23,1,7
1087,23,1,5
512,23,1,3
40,23,1,3
23,129,10,10
23,469,7,11
23,656,6,10
23,437,5,10
23,844,5,10
23,1131,4,8
23,389,4,5
23,564,4,11
23,293,4,11
23,770,4,11
23,843,4,11
23,607,4,10
23,500,4,10
23,842,4,9
23,713,3,11
23,772,3,12
23,847,3,10
23,153,3,9
23,1400,3,10
23,1401,3,9
23,1613,2,11
23,1082,2,11
23,167,2,11
23,504,2,11
23,501,2,10
23,298,2,10
23,845,2,11
23,908,2,9
23,1911,2,9
23,99,2,8
23,108,2,8
23,1226,2,8
23,139,2,8
23,710,2,6
23,44,2,7
23,768,2,6
23,848,1,12
23,119,1,12
23,440,1,12
23,773,1,11
23,2443,1,10
23,2447,1,10
23,503,1,10
23,1402,1,10
23,138,1,10
23,401,1,10
23,1080,1,9
23,466,1,9
23,2441,1,9
23,1078,1,8
23,84,1,8
23,1601,1,8
23,1398,1,8
23,2438,1,7
23,935,1,7
23,1919,1,7
23,1087,1,5
23,512,1,3
23,40,1,3
34,24,6,83
26,24,6,67
205,24,5,82
63,24,5,65
88,24,5,105
47,24,5,39
7603,24,5,40
173,24,4,85
107,24,4,61
124,24,4,57
85,24,4,80
32,24,4,84
185,24,4,75
798,24,4,36
308,24,3,85
49,24,3,80
562,24,3,42
190,24,3,63
67,24,3,46
70,24,3,46
117,24,3,51
33,24,3,44
51,24,2,84
36,24,2,67
145,24,2,67
494,24,2,65
621,24,2,61
703,24,2,61
632,24,2,60
125,24,2,105
73,24,2,55
95,24,2,54
1029,24,2,56
159,24,2,46
177,24,2,48
25,24,2,67
201,24,2,36
31,24,2,51
44,24,2,34
42,24,2,44
485,24,2,31
371,24,1,97
72,24,1,83
154,24,1,81
241,24,1,78
191,24,1,68
3253,24,1,68
83,24,1,65
1856,24,1,64
818,24,1,62
6014,24,1,61
3147,24,1,61
7512,24,1,59
345,24,1,59
374,24,1,59
110,24,1,58
143,24,1,57
643,24,1,57
941,24,1,55
885,24,1,55
1351,24,1,55
166,24,1,48
90,24,1,45
62,24,1,44
7377,24,1,42
411,24,1,42
50,24,1,36
949,24,1,35
211,24,1,33
316,24,1,29
588,24,1,29
2147,24,1,28
77,24,1,28
1731,24,1,32
24,1691,10,61
24,63,6,77
24,32,6,84
24,308,5,69
24,34,5,88
24,145,5,67
24,88,5,105
24,124,5,57
24,70,5,46
24,47,5,58
24,185,5,53
24,85,4,80
24,31,4,72
24,484,3,79
24,269,3,66
24,49,3,80
24,173,3,84
24,125,3,105
24,107,3,60
24,51,3,84
24,67,3,46
24,25,3,67
24,33,3,44
24,949,3,35
24,122,2,80
24,412,2,72
24,36,2,67
24,494,2,65
24,621,2,61
24,5342,2,56
24,1029,2,56
24,95,2,54
24,159,2,46
24,29,2,68
24,201,2,36
24,50,2,36
24,42,2,44
24,98,1,106
24,288,1,106
24,371,1,97
24,708,1,90
24,94,1,89
24,72,1,83
24,241,1,78
24,250,1,72
24,93,1,70
24,191,1,68
24,249,1,66
24,229,1,66
24,126,1,65
24,7562,1,65
24,83,1,66
24,1856,1,64
24,168,1,64
24,134,1,61
24,3147,1,61
24,703,1,61
24,632,1,60
24,7512,1,59
24,345,1,59
24,374,1,59
24,110,1,58
24,143,1,57
24,643,1,57
24,941,1,55
24,73,1,55
24,885,1,55
24,1351,1,55
24,166,1,48
24,549,1,46
24,443,1,44
24,62,1,44
24,562,1,42
24,411,1,42
24,133,1,38
24,117,1,37
24,44,1,34
24,211,1,33
24,485,1,31
24,316,1,29
24,588,1,29
24,2147,1,28
24,77,1,28
24,1731,1,32
24,7565,-1,49
24,7600,-1,48
24,798,-1,57
24,7377,-5,86
24,190,-5,100
24,7548,-10,67
24,90,-10,60
265,25,10,44
284,25,8,40
177,25,7,54
876,25,5,48
1326,25,5,41
52,25,5,43
95,25,3,71
31,25,3,68
696,25,3,59
249,25,3,46
1136,25,3,45
29,25,3,49
686,25,3,45
592,25,3,38
115,25,2,68
523,25,2,55
329,25,2,55
36,25,2,54
2280,25,2,55
53,25,2,53
33,25,2,52
62,25,2,53
124,25,2,53
332,25,2,54
228,25,2,50
1165,25,2,49
318,25,2,48
656,25,2,47
1787,25,2,47
60,25,2,43
32,25,2,64
133,25,2,40
799,25,2,39
145,25,2,51
90,25,2,37
663,25,1,63
7509,25,1,62
641,25,1,61
1830,25,1,61
1342,25,1,60
1336,25,1,60
1792,25,1,59
47,25,1,58
2308,25,1,56
7551,25,1,55
492,25,1,55
97,25,1,54
3082,25,1,54
396,25,1,53
395,25,1,53
140,25,1,53
7540,25,1,52
813,25,1,52
143,25,1,52
287,25,1,51
78,25,1,51
3043,25,1,51
370,25,1,50
7548,25,1,49
1340,25,1,47
1788,25,1,47
7553,25,1,47
2135,25,1,46
693,25,1,46
2980,25,1,46
172,25,1,46
122,25,1,45
166,25,1,45
7588,25,1,45
295,25,1,44
1776,25,1,44
266,25,1,44
43,25,1,44
37,25,1,44
190,25,1,42
801,25,1,42
187,25,1,41
804,25,1,41
7565,25,1,39
487,25,1,38
1764,25,1,38
2196,25,1,37
1031,25,1,37
1034,25,1,37
258,25,1,37
479,25,1,37
142,25,1,37
7593,25,1,37
949,25,1,36
1032,25,1,36
739,25,1,35
1492,25,1,35
25,265,8,44
25,284,8,40
25,52,5,47
25,31,3,55
25,696,3,49
25,249,3,46
25,29,3,49
25,801,3,42
25,686,3,45
25,592,3,38
25,145,3,51
25,95,2,71
25,329,2,55
25,2280,2,55
25,55,2,52
25,62,2,53
25,124,2,53
25,332,2,54
25,228,2,50
25,1165,2,51
25,523,2,55
25,318,2,48
25,876,2,48
25,1787,2,47
25,41,2,45
25,32,2,64
25,60,2,41
25,1326,2,41
25,133,2,40
25,115,1,68
25,663,1,63
25,701,1,63
25,7509,1,62
25,641,1,61
25,244,1,61
25,1830,1,61
25,1342,1,60
25,1336,1,60
25,1792,1,59
25,47,1,58
25,2308,1,56
25,7551,1,55
25,492,1,55
25,97,1,54
25,36,1,54
25,3082,1,54
25,396,1,53
25,395,1,53
25,3071,1,53
25,140,1,53
25,7540,1,52
25,813,1,52
25,143,1,52
25,33,1,52
25,287,1,51
25,78,1,51
25,3043,1,51
25,26,1,50
25,370,1,50
25,656,1,47
25,1340,1,47
25,1788,1,47
25,7553,1,47
25,1155,1,46
25,2135,1,46
25,693,1,46
25,2980,1,46
25,172,1,46
25,1136,1,45
25,122,1,45
25,166,1,45
25,7588,1,45
25,295,1,44
25,1776,1,44
25,266,1,44
25,43,1,44
25,37,1,44
25,593,1,43
25,187,1,41
25,804,1,41
25,7565,1,39
25,487,1,38
25,1764,1,38
25,2196,1,37
25,1031,1,37
25,799,1,40
25,1034,1,37
25,258,1,37
25,479,1,37
25,142,1,37
25,90,1,37
25,949,1,36
25,1032,1,36
25,739,1,35
25,1492,1,35
25,7548,-1,49
25,177,-1,70
25,7593,-10,37
177,26,9,57
32,26,8,91
93,26,6,78
47,26,6,41
85,26,5,51
6257,26,4,63
67,26,4,72
111,26,3,66
7595,26,3,59
348,26,3,42
318,26,3,51
7603,26,3,40
613,26,3,33
212,26,3,22
34,26,2,75
191,26,2,68
51,26,2,54
112,26,2,64
27,26,2,61
190,26,2,42
7565,26,2,41
52,26,2,42
133,26,2,38
277,26,2,33
589,26,2,31
100,26,2,41
1294,26,2,29
1128,26,2,27
683,26,2,25
315,26,2,25
132,26,2,17
155,26,2,21
125,26,1,105
58,26,1,94
95,26,1,80
105,26,1,80
207,26,1,77
3304,26,1,76
245,26,1,81
173,26,1,91
266,26,1,73
73,26,1,73
1378,26,1,73
128,26,1,72
1876,26,1,72
2372,26,1,72
116,26,1,72
242,26,1,74
165,26,1,70
247,26,1,69
308,26,1,69
2650,26,1,68
248,26,1,68
391,26,1,68
172,26,1,67
229,26,1,67
494,26,1,66
6369,26,1,65
1568,26,1,64
1175,26,1,64
693,26,1,63
286,26,1,76
1059,26,1,61
333,26,1,59
295,26,1,57
244,26,1,57
199,26,1,54
748,26,1,54
88,26,1,80
373,26,1,54
331,26,1,53
330,26,1,53
187,26,1,53
2250,26,1,53
7443,26,1,53
62,26,1,51
170,26,1,50
83,26,1,45
684,26,1,45
1946,26,1,43
804,26,1,43
219,26,1,42
166,26,1,42
38,26,1,42
211,26,1,41
411,26,1,41
66,26,1,41
941,26,1,41
350,26,1,42
69,26,1,35
55,26,1,34
1309,26,1,34
798,26,1,33
157,26,1,33
386,26,1,33
70,26,1,54
1458,26,1,33
145,26,1,33
75,26,1,33
7457,26,1,31
632,26,1,31
485,26,1,31
777,26,1,29
39,26,1,29
142,26,1,29
409,26,1,27
33,26,1,27
1427,26,1,26
45,26,1,26
505,26,1,26
193,26,1,26
305,26,1,26
942,26,1,25
943,26,1,25
1137,26,1,25
1711,26,1,22
284,26,1,22
1021,26,1,17
231,26,1,17
2336,26,-1,106
59,26,-1,81
2358,26,-3,64
7598,26,-10,70
7602,26,-10,70
26,279,10,70
26,88,10,79
26,29,9,78
26,93,8,77
26,47,6,73
26,242,5,80
26,112,5,66
26,308,4,69
26,2280,4,57
26,32,4,87
26,67,4,72
26,245,3,80
26,111,3,66
26,7514,3,64
26,27,3,64
26,166,3,43
26,33,3,42
26,190,3,42
26,348,3,42
26,52,3,42
26,485,3,31
26,211,3,41
26,49,2,72
26,116,2,73
26,191,2,72
26,262,2,67
26,7595,2,59
26,268,2,58
26,51,2,54
26,70,2,54
26,373,2,74
26,83,2,51
26,100,2,41
26,1138,2,33
26,318,2,48
26,933,2,33
26,1030,2,33
26,386,2,33
26,133,2,33
26,277,2,33
26,145,2,43
26,75,2,33
26,589,2,31
26,142,2,29
26,1294,2,29
26,1128,2,27
26,683,2,25
26,125,1,105
26,7516,1,78
26,207,1,77
26,3304,1,76
26,173,1,80
26,73,1,73
26,266,1,73
26,2389,1,73
26,128,1,72
26,1876,1,72
26,666,1,72
26,2372,1,72
26,247,1,69
26,2650,1,68
26,248,1,68
26,391,1,68
26,172,1,67
26,229,1,67
26,760,1,67
26,494,1,73
26,975,1,65
26,6369,1,65
26,1568,1,64
26,1175,1,64
26,286,1,61
26,1059,1,61
26,1035,1,60
26,333,1,59
26,295,1,57
26,244,1,57
26,199,1,54
26,330,1,53
26,62,1,51
26,5342,1,46
26,216,1,43
26,804,1,43
26,219,1,42
26,272,1,42
26,38,1,42
26,85,1,89
26,66,1,41
26,941,1,41
26,350,1,38
26,1501,1,38
26,69,1,35
26,55,1,34
26,1309,1,34
26,798,1,33
26,632,1,31
26,777,1,29
26,547,1,28
26,45,1,26
26,505,1,26
26,193,1,26
26,305,1,26
26,943,1,25
26,35,1,25
26,1137,1,24
26,1711,1,22
26,613,1,22
26,284,1,22
26,132,1,17
26,1021,1,17
26,231,1,17
26,155,1,17
26,7579,-2,42
26,7578,-10,73
26,177,-10,68
26,7604,-10,63
26,7602,-10,63
26,816,-10,67
26,7603,-10,48
56,27,10,64
754,27,10,62
7595,27,6,65
267,27,6,48
125,27,5,79
2328,27,5,61
333,27,5,63
517,27,5,51
36,27,4,75
199,27,4,62
973,27,4,62
123,27,4,63
222,27,3,96
34,27,3,96
58,27,3,96
6736,27,3,76
103,27,3,89
29,27,3,63
591,27,3,62
645,27,3,62
1362,27,3,61
1179,27,3,61
105,27,2,82
81,27,2,78
2387,27,2,75
290,27,2,76
877,27,2,65
557,27,2,63
371,27,2,63
47,27,2,62
2336,27,2,91
88,27,2,61
2330,27,2,60
7431,27,2,60
519,27,2,60
937,27,2,56
321,27,1,97
1127,27,1,96
280,27,1,96
7591,27,1,95
2418,27,1,94
118,27,1,93
104,27,1,91
706,27,1,91
82,27,1,85
825,27,1,84
617,27,1,77
87,27,1,77
702,27,1,76
1772,27,1,76
7585,27,1,75
336,27,1,75
1130,27,1,73
6667,27,1,73
1566,27,1,65
110,27,1,64
6317,27,1,64
172,27,1,64
3074,27,1,64
6290,27,1,64
585,27,1,63
253,27,1,63
1187,27,1,63
886,27,1,63
96,27,1,63
6131,27,1,63
92,27,1,62
67,27,1,62
3166,27,1,62
1055,27,1,61
3156,27,1,61
142,27,1,60
177,27,1,60
3145,27,1,60
7554,27,1,60
3134,27,1,60
641,27,1,60
1346,27,1,58
492,27,1,55
30,27,1,51
27,56,10,64
27,754,8,61
27,267,6,51
27,333,5,62
27,36,4,72
27,199,4,62
27,123,4,63
27,222,3,96
27,103,3,89
27,591,3,62
27,645,3,62
27,973,3,62
27,125,3,63
27,34,2,96
27,58,2,84
27,105,2,82
27,81,2,78
27,290,2,76
27,877,2,65
27,110,2,64
27,29,2,63
27,371,2,63
27,47,2,62
27,88,2,61
27,519,2,60
27,1179,2,61
27,321,1,97
27,1127,1,96
27,280,1,96
27,2418,1,94
27,118,1,93
27,104,1,91
27,706,1,91
27,82,1,85
27,825,1,84
27,617,1,77
27,87,1,77
27,702,1,76
27,336,1,75
27,172,1,64
27,585,1,63
27,557,1,63
27,253,1,63
27,1187,1,63
27,886,1,63
27,96,1,63
27,92,1,62
27,67,1,62
27,2336,1,61
27,1055,1,61
27,1362,1,61
27,142,1,74
27,177,1,60
27,641,1,60
27,492,1,55
27,30,1,51
314,28,10,16
1458,28,10,15
254,28,10,15
327,28,10,15
89,28,10,15
1249,28,10,15
195,28,10,15
726,28,10,15
130,28,10,15
37,28,5,16
1455,28,5,15
2602,28,5,15
76,28,5,15
1674,28,5,15
7564,28,4,15
275,28,3,15
406,28,3,15
2028,28,3,91
2022,28,3,15
489,28,2,45
7561,28,2,15
1450,28,2,15
2031,28,2,15
7394,28,2,15
1255,28,2,15
102,28,2,15
955,28,1,37
485,28,1,31
7328,28,1,16
132,28,1,16
671,28,1,15
1267,28,1,15
2064,28,1,15
677,28,1,15
322,28,1,15
1120,28,1,15
2620,28,1,15
401,28,1,15
931,28,1,15
857,28,1,15
670,28,1,15
1237,28,1,15
1117,28,1,15
2604,28,1,15
408,28,1,15
1449,28,1,15
2029,28,1,15
675,28,1,15
580,28,1,15
2585,28,1,15
50,28,1,15
514,28,1,15
1007,28,1,15
28,314,10,16
28,195,10,15
28,37,5,16
28,130,5,37
28,1455,3,15
28,406,3,15
28,7564,3,15
28,1674,3,15
28,1255,3,15
28,102,3,15
28,7328,2,17
28,327,2,15
28,670,2,15
28,1117,2,15
28,1450,2,15
28,275,2,15
28,2028,2,15
28,2031,2,15
28,2022,2,15
28,489,1,44
28,80,1,39
28,955,1,37
28,485,1,31
28,132,1,16
28,2064,1,15
28,931,1,15
28,857,1,15
28,89,1,15
28,1249,1,15
28,2602,1,15
28,2604,1,15
28,76,1,15
28,408,1,15
28,1449,1,15
28,2029,1,15
28,675,1,15
28,580,1,15
28,2585,1,15
28,50,1,15
28,514,1,15
28,7394,1,15
28,726,1,15
28,1007,1,15
28,7561,-10,16
208,29,5,70
178,29,5,57
125,29,4,105
207,29,4,84
34,29,4,87
242,29,4,70
123,29,4,58
124,29,4,57
43,29,4,72
177,29,4,49
2385,29,3,72
83,29,3,62
32,29,3,81
85,29,3,107
106,29,3,44
249,29,2,106
280,29,2,89
222,29,2,85
155,29,2,72
158,29,2,72
491,29,2,98
201,29,2,64
102,29,2,63
1188,29,2,63
111,29,2,59
95,29,2,69
684,29,2,55
228,29,2,53
747,29,2,49
116,29,2,71
1046,29,2,48
122,29,2,47
319,29,2,47
411,29,2,48
110,29,2,41
360,29,2,45
58,29,1,94
88,29,1,91
526,29,1,85
173,29,1,80
496,29,1,79
983,29,1,72
981,29,1,72
3264,29,1,69
174,29,1,64
509,29,1,64
7595,29,1,63
63,29,1,63
1797,29,1,60
1159,29,1,60
373,29,1,60
33,29,1,58
278,29,1,57
1056,29,1,55
885,29,1,55
53,29,1,55
113,29,1,54
287,29,1,54
5342,29,1,51
89,29,1,49
154,29,1,49
1794,29,1,49
7512,29,1,49
787,29,1,49
136,29,1,48
7426,29,1,48
960,29,1,48
614,29,1,48
205,29,1,45
142,29,1,44
1149,29,1,38
135,29,1,37
29,242,5,70
29,208,5,71
29,83,4,58
29,43,4,72
29,123,3,58
29,124,3,54
29,222,2,85
29,32,2,76
29,155,2,72
29,2385,2,72
29,1188,2,63
29,278,2,57
29,684,2,55
29,228,2,53
29,747,2,49
29,178,2,48
29,116,2,71
29,122,2,47
29,411,2,48
29,496,1,79
29,207,1,77
29,158,1,72
29,983,1,72
29,981,1,72
29,3264,1,69
29,174,1,64
29,509,1,64
29,201,1,64
29,102,1,63
29,7595,1,63
29,373,1,60
29,111,1,59
29,33,1,58
29,1056,1,55
29,885,1,55
29,95,1,55
29,113,1,54
29,287,1,54
29,89,1,49
29,1794,1,49
29,7512,1,49
29,787,1,49
29,136,1,48
29,7426,1,48
29,1046,1,48
29,960,1,48
29,614,1,48
29,319,1,47
29,205,1,45
29,85,1,45
29,142,1,44
29,110,1,41
29,360,1,38
29,1149,1,38
29,177,-4,75
244,30,10,62
124,30,6,56
308,30,5,69
572,30,5,65
320,30,5,56
172,30,5,56
319,30,5,49
1195,30,4,83
1517,30,4,45
7380,30,3,70
111,30,3,93
7595,30,3,59
116,30,3,51
5342,30,3,57
114,30,2,89
1589,30,2,83
1197,30,2,79
1043,30,2,79
882,30,2,64
1063,30,2,64
56,30,2,56
112,30,2,54
2256,30,2,51
197,30,2,59
266,30,2,53
487,30,2,45
689,30,2,45
412,30,2,44
42,30,2,46
58,30,1,98
179,30,1,93
173,30,1,92
96,30,1,91
7516,30,1,78
1421,30,1,77
123,30,1,78
1691,30,1,67
345,30,1,67
757,30,1,64
3191,30,1,63
3164,30,1,61
207,30,1,61
1840,30,1,61
1184,30,1,61
1552,30,1,61
431,30,1,60
1059,30,1,60
1732,30,1,59
296,30,1,58
227,30,1,57
103,30,1,56
1540,30,1,56
703,30,1,56
3100,30,1,55
748,30,1,55
3080,30,1,54
1346,30,1,53
1796,30,1,53
36,30,1,52
1342,30,1,52
750,30,1,50
627,30,1,50
136,30,1,50
162,30,1,49
964,30,1,49
198,30,1,49
523,30,1,49
177,30,1,49
1513,30,1,49
370,30,1,48
876,30,1,47
278,30,1,47
43,30,1,46
2970,30,1,46
1336,30,1,46
686,30,1,46
456,30,1,46
2972,30,1,44
33,30,1,44
90,30,1,44
145,30,1,43
30,188,10,56
30,95,10,56
30,345,10,56
30,308,8,69
30,320,5,56
30,172,5,56
30,319,5,51
30,572,4,65
30,318,3,80
30,1197,3,79
30,124,3,51
30,116,3,51
30,197,3,59
30,245,2,104
30,1195,2,83
30,597,2,57
30,56,2,56
30,750,2,50
30,112,2,54
30,2256,2,51
30,145,2,49
30,278,2,47
30,266,2,65
30,5342,2,45
30,487,2,45
30,689,2,45
30,42,2,46
30,47,1,99
30,173,1,92
30,1589,1,83
30,1043,1,79
30,7516,1,78
30,1421,1,77
30,123,1,78
30,31,1,75
30,111,1,75
30,82,1,73
30,1691,1,67
30,757,1,83
30,1063,1,64
30,3191,1,63
30,114,1,62
30,244,1,62
30,3164,1,61
30,207,1,61
30,1840,1,61
30,1184,1,61
30,1552,1,61
30,431,1,60
30,1059,1,60
30,1732,1,59
30,643,1,57
30,103,1,56
30,1540,1,56
30,703,1,56
30,5679,1,56
30,3100,1,55
30,32,1,55
30,748,1,55
30,3080,1,54
30,53,1,53
30,1346,1,53
30,1796,1,53
30,36,1,52
30,1342,1,52
30,882,1,51
30,228,1,51
30,627,1,50
30,136,1,50
30,162,1,49
30,964,1,49
30,198,1,49
30,523,1,49
30,1513,1,49
30,370,1,48
30,876,1,47
30,43,1,46
30,41,1,46
30,2970,1,46
30,1336,1,46
30,159,1,46
30,456,1,46
30,2972,1,45
30,412,1,45
30,33,1,45
30,90,1,45
30,7558,-1,79
30,686,-1,48
30,1517,-1,46
30,7391,-5,76
30,7380,-5,76
30,177,-5,64
30,7595,-6,65
30,7565,-10,91
30,7341,-10,74
30,7421,-10,73
30,623,-10,71
30,7579,-10,66
30,314,-10,66
30,7432,-10,66
30,1103,-10,65
30,256,-10,65
30,142,-10,65
30,285,-10,65
30,119,-10,65
30,7600,-10,62
30,7604,-10,62
30,296,-10,98
30,7603,-10,57
30,5533,-10,49
30,7517,-10,49
30,7536,-10,49
92,31,10,80
429,31,9,80
401,31,6,14
105,31,5,84
642,31,5,50
37,31,5,3
174,31,4,72
185,31,3,75
36,31,3,73
1134,31,3,40
47,31,3,36
45,31,3,14
87,31,2,103
85,31,2,100
412,31,2,80
59,31,2,70
154,31,2,66
95,31,2,56
7590,31,2,50
962,31,2,48
1040,31,2,45
146,31,2,55
42,31,2,65
131,31,2,15
58,31,1,94
96,31,1,93
286,31,1,79
49,31,1,72
136,31,1,66
1569,31,1,65
250,31,1,57
345,31,1,56
700,31,1,51
166,31,1,49
2977,31,1,46
278,31,1,45
97,31,1,43
137,31,1,42
306,31,1,41
319,31,1,40
177,31,1,39
219,31,1,39
1146,31,1,36
161,31,1,36
1736,31,1,29
779,31,1,14
140,31,1,14
108,31,1,13
109,31,1,13
566,31,1,12
379,31,1,6
2336,31,-1,118
82,31,-1,97
222,31,-1,96
31,188,7,70
31,105,5,80
31,429,5,74
31,45,5,51
31,59,3,70
31,92,3,80
31,47,3,46
31,401,3,45
31,36,2,74
31,136,2,66
31,174,2,65
31,154,2,66
31,642,2,51
31,42,2,65
31,779,2,14
31,65,2,13
31,37,2,3
31,96,1,93
31,286,1,79
31,1569,1,65
31,95,1,57
31,250,1,57
31,345,1,56
31,700,1,51
31,7590,1,50
31,962,1,48
31,2977,1,46
31,1040,1,45
31,219,1,39
31,1134,1,39
31,1146,1,36
31,146,1,55
31,161,1,36
31,140,1,14
31,109,1,13
31,566,1,12
31,379,1,6
31,177,-10,70
43,32,10,45
124,32,9,55
177,32,7,56
105,32,5,84
2389,32,5,74
36,32,5,75
90,32,4,55
201,32,4,43
58,32,3,87
88,32,3,79
34,32,3,75
166,32,3,58
214,32,3,50
1506,32,3,44
52,32,3,43
67,32,3,46
796,32,3,31
173,32,2,85
219,32,2,75
49,32,2,75
107,32,2,61
696,32,2,47
203,32,2,47
185,32,2,75
102,32,2,41
521,32,2,40
798,32,2,33
118,32,1,102
191,32,1,87
245,32,1,86
163,32,1,86
2365,32,1,84
73,32,1,83
40,32,1,81
154,32,1,78
3312,32,1,77
237,32,1,77
287,32,1,69
1064,32,1,64
307,32,1,63
95,32,1,62
1536,32,1,54
190,32,1,53
142,32,1,51
2244,32,1,49
178,32,1,48
66,32,1,47
136,32,1,47
103,32,1,44
371,32,1,43
265,32,1,41
393,32,1,41
70,32,1,40
7442,32,1,40
1774,32,1,40
7411,32,1,40
257,32,1,39
485,32,1,31
32,43,10,45
32,173,5,85
32,105,5,84
32,124,5,55
32,36,4,84
32,214,4,54
32,90,4,55
32,201,4,43
32,58,3,88
32,88,3,79
32,166,3,58
32,1506,3,44
32,52,3,43
32,67,3,46
